@relation 'LeukemiaData-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute 24141 numeric
@attribute 8842 numeric
@attribute 56660 numeric
@attribute 2533 numeric
@attribute 3005 numeric
@attribute 911 numeric
@attribute 240 numeric
@attribute 9900 numeric
@attribute 971 numeric
@attribute 64231 numeric
@attribute 7102 numeric
@attribute 3205 numeric
@attribute 3956 numeric
@attribute 29802 numeric
@attribute 1490 numeric
@attribute 4211 numeric
@attribute 6925 numeric
@attribute 8115 numeric
@attribute 28951 numeric
@attribute 25924 numeric
@attribute 9886 numeric
@attribute 51299 numeric
@attribute 5464 numeric
@attribute 57523 numeric
@attribute 4086 numeric
@attribute 5101 numeric
@attribute 81698 numeric
@attribute 10007 numeric
@attribute 9590 numeric
@attribute 474344 numeric
@attribute 6039 numeric
@attribute 2195 numeric
@attribute 26011 numeric
@attribute 5087 numeric
@attribute 8835 numeric
@attribute 23040 numeric
@attribute 4778 numeric
@attribute 50852 numeric
@attribute 9578 numeric
@attribute 27445 numeric
@attribute 2289 numeric
@attribute 9124 numeric
@attribute 3613 numeric
@attribute 27242 numeric
@attribute 2004 numeric
@attribute 5796 numeric
@attribute 6328 numeric
@attribute 2791 numeric
@attribute 54360 numeric
@attribute 51284 numeric
@attribute 10964 numeric
@attribute 9467 numeric
@attribute 9623 numeric
@attribute 1612 numeric
@attribute 928 numeric
@attribute 60494 numeric
@attribute 9379 numeric
@attribute 7371 numeric
@attribute 8798 numeric
@attribute 2625 numeric
@attribute 10732 numeric
@attribute 3553 numeric
@attribute 23007 numeric
@attribute 55351 numeric
@attribute 51384 numeric
@attribute 2322 numeric
@attribute class {1,2,3,4,8}

@data
6.952754,167.429336,1.153141,78.172712,169.763304,59.578782,33.397307,67.237665,1.276628,116.042221,144.559512,227.114394,87.935189,7.016314,4.554475,43.22294,47.987986,34.130048,122.721061,0.650508,70.421115,32.687849,523.477051,52.753991,5.327546,22.700191,12.339938,82.604533,3.926347,218.688986,78.375405,77.362133,3.816369,6.569836,123.1101,12.970559,99.282599,131.504043,0.559081,9.206879,15.681677,29.025675,21.947703,22.605724,46.766496,22.564035,55.99443,0.933692,17.525837,0.81002,387.27093,162.575169,18.563203,319.740881,23.77455,4.489573,50.562938,88.246628,44.385904,472.774331,65.112244,55.333431,20.580772,3.600135,16.902166,42.375234,8
2.893731,79.536733,1.589273,118.530904,13.602186,2.226532,53.042198,44.959667,9.674429,26.33343,373.462534,7.17329,849.833849,20.607706,1.122675,9.930142,39.548779,32.960695,462.657148,1.804165,41.328957,13.021577,80.160044,113.21208,68.854649,19.019204,17.463124,29.370454,4.56014,276.442428,2.743237,11.558853,9.712729,10.856781,216.656825,13.366395,319.919545,313.282646,0.94545,14.130478,1.462805,28.751135,67.230767,18.521455,163.444804,26.766148,9.463094,7.423291,157.74925,1.038573,72.697066,88.957068,30.215771,304.527833,0.944339,17.701218,8.738184,114.370339,53.168043,362.518867,33.154251,52.798444,49.005498,2.674248,25.94988,79.058716,8
13.778713,42.293572,3.810649,210.269644,448.09071,8.674779,711.236801,17.708426,94.389007,50.16585,191.512795,4.714105,3.49307,497.919971,352.237841,26.677709,1025.814719,1916.815128,23.56523,8.19788,25.730797,416.110419,51.429042,6.130038,1377.534047,497.350291,6.455858,12.636867,354.568558,45.819551,5.523618,34.006761,34.545466,17.229117,931.723513,32.860315,25.451341,30.044024,3.142754,471.664486,8.351471,131.116633,1.897775,402.519044,737.534667,187.171842,580.698633,145.426588,24.967199,3.225833,2.572348,86.899131,46.822269,208.048651,376.411617,32.811678,9.476116,29.103612,8.029961,25.914693,1412.086911,295.213666,87.393494,456.026791,8.448746,129.880449,3
67.50848,11.355331,8.064144,6.268731,164.52231,18.633765,46.264053,29.168335,138.734222,6.806432,12.310789,3.616398,34.036622,1053.981166,26.507564,15.650797,537.079698,2293.316665,687.143182,1.189873,33.59732,55.428032,341.54692,97.626408,42.351435,278.864342,0.968448,1.058618,80.867944,0.688011,3.064091,322.13091,77.030571,699.078825,25.818195,67.211275,36.814989,3.224356,0.839112,16.780583,1.265279,502.663144,41.168584,12.4506,17.926901,7.599241,17.898695,1.181274,3.272599,7.299829,1.773274,18.058531,177.296521,30.849528,409.638919,183.480161,1.779758,96.485482,8.221513,33.566493,31.090301,212.620242,7.531906,13.040283,66.267546,47.97487,2
5.337182,48.479191,43.358838,33.604207,50.663538,2.677815,150.298338,5.998253,33.801978,8.705282,35.953635,0.645725,28.653776,496.863577,44.18661,2.321219,229.203661,629.398404,29.458485,6.789083,1.036097,117.582291,54.821697,1.230188,42.09312,0.809033,0.918346,8.500537,28.038818,25.129266,1.250629,0.968823,6.975391,6.697506,213.2913,3.902258,9.878891,26.209041,0.480866,8.094675,1.904409,130.558226,6.418136,9.592723,119.215115,7.807835,0.346941,6.393566,34.909881,6.956863,208.866662,92.270408,4.893071,12.768095,351.426304,41.178413,13.46292,18.818031,7.357981,38.447051,100.003659,60.726029,7.235787,63.520255,8.696654,17.173671,1
58.13235,87.192033,52.505153,819.139556,242.207981,13.09381,641.376761,23.697023,101.469911,27.365539,289.76499,31.978973,39.589926,1211.982383,318.610149,48.968543,1670.924762,3855.496988,106.329288,43.682537,33.149633,903.84618,316.258609,16.886897,1405.328358,763.807311,15.671221,40.898626,198.268887,78.690641,6.565899,231.79821,82.134293,26.919755,1621.445875,17.864713,97.796273,37.015731,2.769979,266.460009,83.353593,205.062375,12.780112,512.965789,1045.696506,324.767512,104.832362,207.490973,12.213019,3.410417,324.11912,202.979324,107.694357,133.72954,155.945667,37.236497,10.616591,87.68015,31.10805,161.144353,1395.823479,362.934609,59.01801,501.345952,66.972124,129.362561,3
6.613163,13.975939,24.507829,12.975876,156.84793,5.525136,38.760313,65.492909,112.775341,21.714711,5.339969,4.703029,31.517492,1297.666584,18.933508,11.567964,1454.361439,2112.700623,720.784761,1.261135,37.693165,209.086983,341.930887,96.438428,57.755901,93.826619,1.826783,1.679956,508.420279,0.205092,1.395752,273.267368,30.739703,620.379234,22.375577,102.389825,3.316321,8.804147,3.766231,14.003401,0.743028,503.589018,14.851689,62.969438,71.626734,8.598283,0.481992,2.139111,2.472012,7.877842,0.762778,32.063903,60.95153,23.948679,1558.629081,233.113528,6.122535,174.373188,5.872016,47.558136,129.434807,401.368472,13.958041,109.8644,472.518868,38.465755,2
7.936061,8.574196,1.365208,17.634894,29.213615,26.873587,19.749758,6.155695,41.250824,5.181425,64.285588,11.770941,24.317342,139.372375,45.18153,4.346738,211.187522,236.156219,8.569703,15.017128,1.920517,19.8837,126.629351,6.898573,51.512339,9.952374,1.446121,1.169708,30.614526,4.065189,0.751251,6.239854,3.158237,7.344292,308.007229,7.190776,37.592525,0.760669,3.728754,14.718709,2.359187,165.795474,14.560499,6.259969,116.960679,37.001349,0.761728,7.096444,117.448258,20.581831,28.068774,36.297897,1.677462,108.121853,196.01867,65.408652,15.518306,53.337391,9.42395,25.893957,58.203576,72.79013,6.228197,41.961209,17.639157,40.709501,1
2.134991,10.875582,0.844601,66.83788,85.240618,5.129221,20.037092,16.826434,5.498558,11.426268,187.896632,2.780809,10.968963,6.90919,2.322881,2.476658,13.203413,18.16622,272.601639,1.173097,17.233988,15.463977,463.242398,1.175805,44.822357,12.022595,6.517329,36.77761,10.415702,21.204951,1.444426,180.923331,2.206169,2.277646,15.160976,64.686702,300.650948,91.766825,2.012761,8.972278,13.304172,15.706051,35.524286,43.996113,14.572291,45.325878,85.510108,2.217515,5.087918,0.465785,10.697795,154.057449,7.385313,28.876907,33.225701,2.928494,32.298019,47.603612,29.026246,264.12878,73.124528,22.471325,15.296576,1.745034,6.20634,18.508912,8
7.567853,6.52905,25.6064,105.921645,53.793629,355.698306,28.651154,34.311796,6.689421,34.191745,199.898353,2.904865,934.536645,3.610304,9.480669,15.077575,56.800615,36.325577,537.351697,1.684176,20.322905,30.416042,491.761495,2.128533,33.830657,28.030987,19.306119,13.905447,13.00515,68.703363,7.921816,81.619303,23.262231,3.834309,28.575262,79.219096,52.001677,91.175164,1.316919,22.598277,53.483892,385.513626,28.500494,74.004562,5.606421,62.008624,7.197825,1.016807,5.721812,7.622634,1.503407,317.388765,28.007529,132.799073,2.141357,28.60683,16.941679,144.326746,10.480943,1205.981601,66.488883,84.249658,46.305696,2.28037,40.450062,19.253476,8
13.107058,8.292523,0.485882,162.060455,107.562472,13.445116,47.67607,31.073248,1.013032,35.046905,732.789329,0.939914,589.871347,23.588658,0.340484,11.734278,38.335747,56.683287,1647.9837,4.881564,27.07303,24.216224,150.493121,1.411206,27.67054,19.725733,10.472706,32.590389,5.422405,205.800369,12.184403,24.952633,1.546867,23.673796,22.575796,152.782325,719.43318,205.249816,1.163195,11.591285,33.438347,239.438742,37.894485,21.591196,15.370374,41.243725,170.9104,0.950865,6.913689,7.757214,1321.651916,303.843072,17.478128,153.778082,26.520429,11.252931,51.113486,27.584609,48.471104,866.250267,108.59167,35.161732,38.642646,1.845269,18.25307,19.614433,8
4.203395,16.264447,1.133237,95.781914,183.206283,159.423369,25.408982,11.206084,2.647513,30.358773,141.638246,48.847046,2.385214,7.863821,1.452034,16.285999,38.046539,37.769418,37.381985,0.255178,5.651872,18.379428,540.751318,2.068167,56.949858,562.98662,1.818442,33.945285,11.398116,118.856089,2.410715,1.896925,3.816243,22.14026,25.456869,12.183793,62.914822,176.727968,0.99602,22.11773,72.992062,29.382368,4.102924,110.354276,17.548482,17.262839,12.478842,3.272596,14.891786,3.484556,1.087211,98.659524,4.682034,113.562267,1.305147,3.2775,27.24048,52.916985,39.429432,229.685804,150.021196,87.242144,17.461782,10.010334,28.426308,43.824932,8
13.375618,11.565625,5.228103,110.842416,67.597434,76.663469,70.546213,4.909244,0.906388,57.424955,110.174128,7.278177,89.375124,30.9725,0.85648,10.090076,38.315699,111.435303,40.627193,2.747439,21.188166,32.644987,285.11204,1.530529,31.207898,31.965943,18.921015,30.263707,14.373536,25.287634,86.113623,118.449533,4.589318,7.39128,16.588995,67.163074,71.35126,66.075531,1.607483,12.929384,2.96775,135.088499,28.826323,11.383689,12.684047,25.629648,86.791739,3.91494,14.801784,8.29504,3.233841,141.963117,2.214595,96.38382,11.702525,2.562987,2.814922,65.669703,35.030328,124.873119,73.997799,95.034544,69.496034,14.832715,14.404593,26.419576,8
