@relation 'LeukemiaData-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute 24141 numeric
@attribute 8842 numeric
@attribute 56660 numeric
@attribute 2533 numeric
@attribute 3005 numeric
@attribute 911 numeric
@attribute 240 numeric
@attribute 9900 numeric
@attribute 971 numeric
@attribute 64231 numeric
@attribute 7102 numeric
@attribute 3205 numeric
@attribute 3956 numeric
@attribute 29802 numeric
@attribute 1490 numeric
@attribute 4211 numeric
@attribute 6925 numeric
@attribute 8115 numeric
@attribute 28951 numeric
@attribute 25924 numeric
@attribute 9886 numeric
@attribute 51299 numeric
@attribute 5464 numeric
@attribute 57523 numeric
@attribute 4086 numeric
@attribute 5101 numeric
@attribute 81698 numeric
@attribute 10007 numeric
@attribute 9590 numeric
@attribute 474344 numeric
@attribute 6039 numeric
@attribute 2195 numeric
@attribute 26011 numeric
@attribute 5087 numeric
@attribute 8835 numeric
@attribute 23040 numeric
@attribute 4778 numeric
@attribute 50852 numeric
@attribute 9578 numeric
@attribute 27445 numeric
@attribute 2289 numeric
@attribute 9124 numeric
@attribute 3613 numeric
@attribute 27242 numeric
@attribute 2004 numeric
@attribute 5796 numeric
@attribute 6328 numeric
@attribute 2791 numeric
@attribute 54360 numeric
@attribute 51284 numeric
@attribute 10964 numeric
@attribute 9467 numeric
@attribute 9623 numeric
@attribute 1612 numeric
@attribute 928 numeric
@attribute 60494 numeric
@attribute 9379 numeric
@attribute 7371 numeric
@attribute 8798 numeric
@attribute 2625 numeric
@attribute 10732 numeric
@attribute 3553 numeric
@attribute 23007 numeric
@attribute 55351 numeric
@attribute 51384 numeric
@attribute 2322 numeric
@attribute class {1,2,3,4,8}

@data
5.206099,2.441318,7.59472,210.911527,167.939032,10.778456,14.91239,40.764562,1.476758,26.663641,327.316099,6.615788,85.259965,3.200073,4.919037,2.157282,41.52714,28.417025,114.160982,15.040118,3.260119,19.488692,544.32064,1.600099,97.635607,125.995134,1.051185,30.598851,9.982098,32.412158,2.56335,281.867184,1.914221,12.149936,21.809466,7.695262,22.500068,76.282318,1.656206,11.020029,110.058527,35.222675,19.700451,91.024423,27.166801,61.265249,24.988567,0.814677,3.273236,2.087411,0.877011,245.020957,29.068813,26.745552,19.063915,3.317917,8.456166,122.047098,55.916753,258.569902,54.321773,66.252421,9.815976,3.249738,19.903738,31.020669,8
4.629321,11.322874,0.476123,39.676246,42.267197,4.980333,17.953414,31.818391,0.984628,9.911836,228.861028,27.339377,216.87613,16.98588,6.919299,2.411791,24.857535,23.079181,200.790333,6.066158,43.707673,8.066386,682.693194,1.336376,47.204752,25.586449,0.600119,18.850297,15.118021,148.504496,11.334584,12.654016,1.491718,9.53537,70.232514,28.436405,72.264463,99.961807,1.569024,15.880324,28.194218,817.32683,37.155892,16.643978,2.674019,11.395295,20.190251,1.791474,1.549416,1.278522,0.839823,33.78578,29.106098,142.411564,7.548978,11.401865,59.463581,90.676666,25.294398,322.681667,52.630903,24.715896,12.518662,3.579184,14.477978,51.870596,8
5.511152,142.145283,277.61179,38.570196,292.798643,326.062016,612.959902,24.929367,115.080435,127.292254,138.518815,8.837212,74.132109,673.79016,200.563697,9.072025,1013.29301,3096.328216,84.073742,24.65228,1.898827,26.135884,94.917603,3.244645,228.45297,17.634122,12.80984,3.120627,2.559159,28.327759,0.931104,1.37592,1.40529,37.808925,891.059986,103.574608,190.932252,6.647109,44.230067,14.683533,33.485105,569.184658,50.039709,4.850344,609.216492,7.012364,5.793978,51.389684,157.086131,7.798698,22.060105,889.32582,8.776648,216.326117,763.854916,73.804802,25.094293,70.830122,63.53955,33.723653,56.874722,608.00698,40.359668,256.647799,15.5561,549.671793,1
230.49993,16.43463,145.747007,104.482187,230.712485,25.420126,53.587377,117.133726,11.926045,29.692291,346.198093,72.928091,34.273937,6.988808,0.670297,13.335076,55.669058,48.8481,63.563365,3.428053,1.963369,86.550034,1073.456133,3.433524,128.436323,71.055363,3.93295,60.808429,5.63568,179.52755,5.870234,325.008713,6.537155,19.783573,513.439346,15.479811,231.083023,292.097597,2.909983,26.740301,102.756079,49.178784,38.936254,150.424358,46.196086,18.646167,68.120839,1.167842,7.718546,9.120613,1.105846,184.618945,8.695615,115.08163,4.197436,16.139155,40.783696,72.078182,99.86696,511.012985,156.03658,36.689875,41.719535,4.668664,37.230848,152.859323,8
13.710737,84.831746,4.024801,52.847697,239.819069,62.989884,183.260233,12.677023,89.097819,60.367608,412.526676,17.314105,152.509848,87.633496,67.911693,3.435801,2555.042462,1804.838522,110.713518,92.237136,1.972724,56.827896,334.821313,9.174879,459.138736,67.429973,60.279766,4.539348,2205.843338,1.85478,2.491206,38.578217,11.286422,13.143141,787.674398,805.502024,18.990485,6.206683,2.193794,7.06238,1153.468379,392.340915,21.571796,149.239579,1006.364053,17.228591,1.642257,166.904728,106.488052,2.444779,1.419299,2143.267486,10.462216,217.425004,5347.34254,4.169434,4.403007,57.833057,78.030896,124.931829,332.589046,874.252673,164.945209,704.619624,24.819637,1263.738088,8
992.488606,1661.995921,117.947527,61.92912,12.497108,6.333638,41.942687,10.922896,403.551131,45.558132,42.334299,25.184935,1489.593478,203.996998,317.563057,383.489021,115.57009,969.151213,46.952179,1.588508,2.132773,117.586984,253.686547,5.765586,24.820333,1022.647446,2.538612,10.601869,8.196805,0.742962,115.799488,37.56005,9.818611,23.94334,1226.559211,4.759486,75.888441,8.864511,13.401679,21.743425,124.107247,384.092183,68.395997,21.67363,19.703351,21.286929,21.284389,1.696086,6.626448,35.82367,4.65584,57.808635,45.048354,57.241749,540.257903,41.896377,43.937267,155.864327,7.312504,77.580611,43.442279,171.704631,16.493338,13.937238,40.51674,812.955781,4
3.046671,34.388752,22.149395,6.067361,19.292795,16.752651,233.820788,1.602891,37.425192,99.863994,19.030912,10.301759,8.150454,90.736847,42.970058,3.444397,177.323558,592.32219,5.232193,2.354569,0.612861,6.028916,53.258469,0.701569,41.751513,11.45652,1.634017,2.126384,7.910524,3.215371,2.767289,6.986537,2.019405,15.860612,137.048653,8.558821,29.281163,6.391671,0.659982,13.23644,9.388479,232.331248,20.497601,1.980253,135.431493,24.591713,0.41497,0.99783,38.988056,3.817639,1.127848,154.733257,1.768753,49.302566,183.116889,32.534515,2.430033,36.804829,12.922034,16.587461,10.445363,93.830149,18.024516,68.830935,6.268087,93.657085,1
14.814079,148.942243,35.954872,17.919599,84.808491,75.949932,163.516754,3.375434,73.734254,311.017659,39.971397,5.233164,21.14231,350.450407,198.911493,10.095483,304.445964,2243.387942,14.569999,2.226368,1.565206,17.82674,182.858909,2.264824,197.923829,8.899678,1.724609,2.15901,11.740685,10.119072,19.831477,4.26625,14.408002,2.431146,411.140164,68.088031,58.222133,1.225117,14.270141,5.467989,3.309365,916.600121,35.540381,17.082574,237.371549,22.616439,0.612435,7.294522,165.182974,14.868804,181.623603,266.691862,7.515218,90.749329,461.279362,161.426065,12.954983,91.388415,38.11098,30.690585,73.066593,261.871231,79.092716,105.880126,13.24139,616.231445,1
25.668315,113.193942,6.208035,123.844298,309.234067,310.708767,1593.977151,49.658887,104.537256,133.327513,258.775813,28.188904,43.452389,766.159734,44.451168,50.366867,1716.421968,3370.605309,270.483773,6.157957,3.95491,248.245883,135.311476,10.776606,677.203325,98.437077,51.255002,29.906876,114.249492,8.598316,116.16663,55.632342,27.629808,81.767843,952.590478,108.78376,171.146859,6.120993,38.827236,316.245491,75.278118,101.128476,64.646663,31.591278,737.954516,142.778865,13.391452,162.312704,25.539484,6.16131,5.954267,1459.848351,22.956512,498.573503,687.755354,42.927868,33.304253,24.49291,13.934019,37.477085,493.515237,801.223214,134.707488,329.553183,22.347834,130.872488,1
4.743823,0.638761,0.401717,43.252575,19.49084,13.538572,4.503232,7.018459,0.430501,5.462903,19.22138,54.545559,1.208321,1.454513,2.000888,6.891055,15.592143,9.345572,33.827624,0.511976,7.787622,38.891775,319.784799,0.663457,60.321241,40.140302,0.906682,29.200921,5.968912,32.252696,13.71926,97.388602,1.291945,1.518432,8.607819,0.734143,7.252002,74.895266,0.308602,3.558539,1.427901,12.697668,22.235488,7.07668,13.705388,6.133037,1.0411,0.43484,0.303614,0.123006,0.288494,124.642274,8.02415,99.558936,0.542078,5.064459,0.469839,59.298051,28.753295,154.878116,36.534151,13.03553,12.50622,0.552452,3.239616,21.286203,8
1.790871,6.679774,0.556264,3.824773,2.425508,4.20382,7.718383,5.103919,60.261281,9.167081,1.481431,0.43402,1.394572,178.004846,2.5416,4.871453,229.41227,466.311703,110.517781,0.31687,16.366324,6.444702,40.02318,11.959274,32.151715,40.785074,0.876392,1.206782,20.852654,0.150472,0.480268,37.895576,10.792215,146.807938,8.463281,5.100506,1.429762,6.136899,0.967673,8.0733,0.376589,72.54286,1.824556,9.082406,9.480333,7.61128,0.210964,1.04382,1.008539,3.922109,0.555117,10.71028,20.56636,9.280227,193.13807,47.296642,5.980825,23.492813,2.178492,14.277619,47.434145,127.535023,6.157907,1.449129,24.843914,14.840104,2
71.594888,8.525007,2.498871,29.308831,12.071006,10.124865,26.645212,16.329549,168.526121,29.453045,5.320819,14.962368,23.302832,813.890859,2.935168,3.965222,322.491775,2201.945393,500.182429,2.220507,28.889266,40.557897,163.356265,122.095913,27.129337,184.009431,1.40279,1.880045,128.665968,13.91921,1.892575,257.452114,74.770988,578.931172,46.045679,87.409716,13.127259,15.097119,3.062931,14.213249,1.996802,316.568032,19.418432,9.253418,50.520476,8.610288,1.794839,1.894838,1.18077,0.540598,0.9171,40.303967,91.439374,29.666866,302.560728,198.684026,1.767804,67.147485,2.963594,28.636523,99.809599,138.143158,20.527855,40.915843,241.330659,47.815091,2
4.065495,11.931838,59.487318,50.933089,163.398489,1.130446,239.870718,2.815361,25.026892,21.423317,78.258306,5.068411,0.669111,284.48027,323.230553,6.421738,370.024376,838.608415,9.661741,4.074603,7.013286,106.976468,28.015303,1.451917,461.091323,238.524026,11.929074,12.832871,70.178131,24.208867,10.7255,7.747364,14.915535,14.257195,365.025939,3.756776,10.991709,6.423197,0.546737,310.162655,13.605399,48.129233,1.197018,129.994924,224.92475,90.947405,85.629249,99.00157,15.503371,0.871042,0.892561,42.441382,33.472403,75.674224,4.281461,10.105867,2.844016,12.398358,5.829632,11.942341,272.06842,114.537272,28.767225,203.244534,1.702381,48.970289,3
522.774286,19.084851,17.474953,17.015858,0.706648,11.251974,7.604015,1.790478,166.770545,6.13973,13.582344,65.397505,41.751134,581.60111,596.283901,124.121931,544.171016,2005.954817,202.210208,4.576704,12.732753,10.19058,141.89075,60.201059,6.688051,307.248634,3.314883,3.513035,23.715193,11.992327,15.940083,6.335315,9.902869,5.044436,295.723858,3.157297,6.060086,9.778032,0.421215,4.426511,0.90636,308.951604,18.689352,13.854688,10.221393,14.272418,179.496803,1.195117,1.50617,21.482105,8.428257,34.95237,29.797379,11.372121,52.340235,103.885123,3.681108,34.858535,2.340987,18.111051,34.273731,72.188795,3.628134,0.934198,8.546769,106.574696,4
88.790489,2.960506,3.594618,9.482018,6.581906,1.303743,14.557123,0.809165,80.969118,63.388062,2.019005,0.804942,24.071017,539.771094,13.320691,6.654584,323.253617,1505.625944,297.800339,7.660077,33.998749,54.740535,274.765683,25.32518,40.192964,105.917937,4.679658,2.864332,83.110869,5.075125,11.717131,110.548252,23.668205,179.218867,79.116372,21.009948,10.672053,3.055933,0.577631,4.772789,0.860376,411.043089,15.054691,2.041793,14.753651,1.275439,0.728051,1.293092,1.86847,3.753512,0.449919,59.931997,41.853688,9.293412,348.881283,163.478658,11.259054,46.673244,4.911365,11.546652,23.412193,320.982617,3.950236,26.205146,102.207091,14.566717,2
8.620104,77.436052,33.534735,111.24307,61.436709,134.048978,734.770767,15.655461,66.933664,98.735931,158.652264,35.270037,78.774165,148.960137,9.016382,33.316155,1536.405528,478.901111,157.812262,21.248768,5.031747,57.907584,441.459276,5.493283,70.119234,69.421158,29.915739,13.052087,200.106525,9.735611,11.387937,23.509118,9.073758,32.387266,357.136563,26.005317,65.637856,7.324159,22.164209,29.474672,3.550587,1055.544654,43.353692,100.674539,253.487235,10.991515,6.015609,38.506118,62.370424,9.301698,99.473009,1454.78255,38.184927,161.687448,596.789655,14.565102,4.922311,27.096779,52.051723,321.562739,26.660216,352.301616,72.162366,206.967532,63.784778,237.908851,1
24.709008,14.877929,52.167954,110.956913,252.59639,19.70942,24.441571,2.154925,21.171264,64.154598,435.759272,9.360612,42.955091,31.968347,0.814647,9.441136,45.437355,41.529941,83.022205,3.723511,23.254595,109.500404,462.336032,3.190069,55.518639,45.1735,10.627794,39.100632,90.688565,92.293325,40.769926,19.8992,4.751887,9.399856,51.390404,17.984906,35.969638,127.960033,1.963753,45.732138,29.136216,54.385439,43.718474,48.952447,28.229215,66.321742,27.915198,1.217658,14.144073,1.454505,1.773692,30.778063,10.759599,90.214546,1.554572,12.587239,31.731917,63.31901,55.704368,311.56722,126.063769,58.178118,68.911619,2.949873,33.595457,24.011728,8
24.08638,71.26239,6.854941,30.4593,42.449575,122.015024,357.126489,7.728133,54.895798,79.0181,107.921143,3.348382,2.516054,255.35732,13.736288,20.958996,423.7319,1195.227157,46.256058,7.1775,1.760359,26.234028,146.042002,3.763508,146.688316,101.274052,10.381042,2.334732,76.744753,9.706325,1.177614,74.592494,7.316389,8.517039,800.853493,29.702207,56.740873,13.144197,1.998868,24.070785,1.559704,513.567437,10.135442,6.575062,283.257719,21.820686,1.432585,15.023177,29.564139,0.655708,29.493467,382.626171,5.035321,124.476541,177.016078,22.47117,1.192559,18.717869,36.028758,30.559609,66.247417,138.500371,77.185503,87.764059,21.866986,192.854921,1
17.141591,73.032868,3.447656,621.742607,185.760228,130.691156,71.33847,75.487459,6.923228,103.002848,758.628813,14.846728,130.809884,46.295244,35.396473,16.051702,66.638015,118.280886,277.182656,5.767827,6.69369,81.621505,793.082412,7.348057,148.978231,173.570516,22.890585,100.737279,23.928799,246.034857,16.633125,538.255843,28.426186,43.505182,47.73478,16.533231,78.475252,337.417158,3.955372,44.377182,201.516464,122.136384,156.834354,69.601573,52.822225,173.168236,185.01294,5.96571,24.130046,1.343561,291.439647,644.019726,13.782236,536.015449,12.99087,7.964627,27.541149,152.171104,67.814295,634.549241,282.569729,198.106603,69.800762,8.2223,54.878521,60.467444,8
24.043309,106.549619,88.315095,705.094704,1183.52051,59.31093,1367.024896,8.666567,131.264783,58.00277,688.180885,11.895163,51.988068,1692.147678,3542.888732,23.113424,3411.496301,5554.516809,160.468896,25.532831,42.26146,1141.657279,447.915606,15.663847,1897.367534,511.111688,95.733491,100.534581,1089.165748,215.181353,38.561347,153.365514,150.330431,31.259513,3569.762556,17.512757,4.224382,197.455832,5.917027,1349.807956,397.306513,284.481227,7.547999,1683.460763,2030.202946,478.115853,1018.845311,425.806044,112.815933,39.804761,80.559298,179.628496,1490.864241,213.988934,845.44492,46.82051,64.24902,50.532582,30.695117,202.825609,2140.98412,263.527242,55.051415,922.153271,55.227863,197.949615,3
1238.509223,132.690671,17.533339,128.462737,161.898453,410.337044,305.602033,30.229982,834.977742,429.516394,190.678865,10.909717,143.538669,1233.081332,31.812155,108.290162,2120.524801,3971.462412,877.596922,6.874733,173.335345,676.303564,483.763084,88.312558,217.471997,208.271247,5.680945,8.815361,363.269486,86.403265,12.521981,864.564779,132.381054,1325.816641,280.927949,395.796805,33.884848,6.211533,11.931201,113.707601,10.962305,524.512973,158.785162,21.867633,338.774711,163.451673,10.72351,35.205312,35.35538,14.350449,2081.118343,368.668434,124.700709,332.84153,1514.741835,149.854597,126.293035,84.450631,13.598524,210.599283,334.7227,607.973739,141.879467,30.211983,156.317416,112.899609,2
62.080859,315.221235,275.695984,126.179488,822.744878,549.626028,1534.91807,38.86131,101.75883,483.808345,371.488503,41.700361,167.34566,260.146634,60.02024,173.004951,2601.619845,1077.996606,143.793183,27.842058,8.660887,82.054036,260.490999,21.955645,698.493144,74.947242,20.629982,14.132842,27.646092,1.354098,9.660709,135.449178,25.505078,383.7771,2152.340849,92.312301,529.528636,6.052923,13.869857,81.750658,13.271953,1274.693774,143.006894,100.685994,1030.389231,100.898666,7.253787,17.187081,142.418724,5.630797,146.852989,3632.336094,58.84744,358.438477,1151.953146,20.054176,101.661882,13.656736,16.351807,196.737424,132.357633,1169.424993,161.592924,261.931812,16.340076,276.402558,1
8.086734,549.820976,3.71968,194.341411,692.740651,74.923458,817.130841,38.237237,272.859901,155.213071,141.082047,5.397153,3.605215,854.266332,81.388727,12.493175,1921.181739,2411.075998,10.267446,26.522965,4.9893,30.855071,409.950124,5.844787,762.749343,319.680387,2.032474,2.746978,104.373912,1.056373,9.29763,15.028297,7.7032,4.197683,1085.633753,89.683467,346.391244,13.982254,70.070055,26.902561,101.070904,2380.549009,103.880458,11.939073,1147.207312,56.06751,1.429101,22.744476,309.532141,54.610415,2113.217522,1052.674923,8.616463,393.187815,580.747728,52.304227,5.302955,8.69127,82.331394,26.210992,78.269495,473.474359,134.662753,273.515437,30.799941,1618.413005,1
19.720276,70.774425,67.108368,11.570422,449.519585,23.208926,571.649684,19.616452,144.910395,96.414557,76.622257,3.965803,51.004395,192.014388,349.008634,14.413869,1695.564969,1232.960978,40.46544,5.099208,17.534209,16.438854,504.228471,5.928235,42.116887,10.305695,4.1944,3.920575,25.202094,5.706831,8.806599,15.43493,13.789782,11.248987,1099.229333,20.737649,18.469234,5.794185,48.128865,29.267785,3.583288,1269.291819,44.404998,199.087519,493.902373,12.357683,3.375684,38.445029,257.843354,5.595357,53.652751,1486.805091,17.170967,204.340367,1291.228481,21.522668,3.958272,126.069498,27.975207,70.53972,12.24825,305.652308,64.785081,273.087535,14.249939,324.671304,1
1.632873,303.46188,50.973184,59.832619,82.50018,55.09778,461.639327,39.618719,43.314241,128.190006,363.62349,5.508369,6.36103,222.076779,74.186015,12.22915,1020.670717,2373.907248,45.955028,5.053534,10.087925,37.083314,148.053923,34.743917,302.345817,13.557661,5.325249,1.492316,1.763862,17.736803,11.530125,16.63541,18.707078,4.976376,646.790488,4.047581,89.04233,1.92022,7.636314,22.140697,88.574573,377.684437,21.962643,7.233462,695.825823,11.401967,6.489267,20.768791,24.566941,96.428942,826.992864,884.869862,10.168499,210.701541,1812.363036,33.884263,13.729891,3.535629,31.686,39.133079,368.502123,537.64018,76.740044,290.888258,13.83128,441.897478,1
6.482172,225.290177,15.337614,81.889112,323.223071,5.537557,698.091842,16.807776,22.306955,32.484256,41.197898,7.579684,24.889806,433.063349,134.77517,5.916142,319.775955,927.910411,25.494169,0.85651,10.470882,35.893864,32.829152,3.635965,118.564443,190.763087,30.511575,4.593573,124.490972,32.443002,33.88779,11.092036,54.522012,12.901739,593.061577,16.059507,48.190721,7.853727,2.676281,240.340372,4.701015,215.27353,16.941434,112.708827,411.397703,318.531548,59.9556,58.897062,24.653701,0.590765,11.906688,7.872063,1032.804155,31.923746,248.955571,13.575201,8.705971,4.413626,33.943685,15.864962,525.438963,137.782391,21.163604,305.372392,15.672472,60.524307,3
2.760433,15.587489,8.9687,22.104377,181.721197,1.11641,190.526305,1.511471,30.210613,11.953876,74.245499,3.23002,10.466017,343.233787,183.461867,5.543107,200.173717,779.020921,9.231989,7.389143,3.893678,211.433807,33.37361,0.516862,218.086996,218.41922,10.473927,8.913844,56.468593,20.516419,7.18498,9.430167,11.532684,13.949745,341.037283,0.833433,5.449768,10.34184,0.805945,367.785912,0.827341,69.472457,1.016438,129.460254,225.925563,91.880334,144.588431,92.073032,32.143049,0.234546,50.174964,60.397028,16.84326,105.351749,15.359683,0.677577,0.533002,10.970895,4.416925,33.74156,191.769462,46.277682,21.714613,151.637432,8.765277,23.623571,3
2.210467,342.451529,11.634971,5.76399,27.487978,238.079151,361.454213,15.153112,11.458939,94.094545,31.383945,3.422544,17.086326,187.607668,14.632391,6.309219,306.791576,857.304555,5.610061,5.091117,0.850849,13.615123,63.46938,0.552999,139.000618,1.681744,0.772545,0.720751,1.114803,10.466032,8.242441,0.431268,1.412695,2.682359,299.576337,2.875103,81.678393,0.943204,5.841221,6.985546,86.032942,446.031008,33.724996,4.170673,179.627354,0.8682,5.353497,0.462127,43.435733,1.005464,35.7487,378.358129,1.055682,78.27066,329.868634,5.551833,8.815316,25.869679,26.564516,12.705613,32.634953,225.248195,49.337832,149.156313,5.055185,381.225272,1
4.697124,101.509423,24.432442,11.830836,94.227863,37.942263,362.455667,17.773584,82.072918,145.589342,192.156779,1.427034,0.600316,459.760985,107.557002,7.946892,809.527625,3215.622347,20.768182,7.800261,1.742715,17.268609,57.752517,1.082027,326.865396,33.192592,0.952576,5.382175,4.503133,0.570621,2.131152,0.827212,31.291462,3.938534,585.445688,62.802574,36.886516,0.657509,21.025592,14.659183,205.341013,379.387014,24.955373,9.237016,599.201334,11.16598,0.43777,16.81527,14.928981,18.993006,268.173177,636.553998,6.413878,127.086519,867.770734,26.899882,12.779923,10.139276,30.089767,19.165402,74.035311,328.899729,98.722541,267.795809,4.024624,396.640073,1
293.96533,583.216912,45.880556,14.677721,38.049817,2.50785,6.235536,1.246667,106.912647,35.355607,4.48686,148.351143,71.602934,38.578039,470.045772,61.300461,55.293133,19.13447,6.451374,37.672385,0.502695,6.097191,50.333677,0.916595,6.65953,13.675071,0.573308,0.686176,2.481046,6.032219,62.257844,9.120557,0.90522,5.5406,695.867311,5.421975,11.001016,1.973826,1.380121,10.626451,72.596888,24.879481,9.167476,11.576882,15.266136,9.344833,34.569356,2.693926,0.921655,8.328446,1.257547,10.528277,2.293049,40.781029,44.87572,1.33325,27.526528,54.342353,14.843363,51.568002,16.106451,17.093748,3.139233,28.503003,12.765707,321.758203,4
16.803772,750.210464,371.835294,116.15858,279.394547,590.290686,2885.784198,61.370638,325.024648,753.000875,1036.777743,27.579384,25.527322,1959.424588,313.610236,54.541944,4028.052376,9289.381251,96.77032,14.070284,6.205005,162.356983,662.913973,18.665591,1032.554883,6.519062,107.361154,4.791529,75.567649,46.176251,86.104006,45.064488,9.23103,26.783468,2939.318145,108.908623,478.300635,19.768848,168.57483,80.742839,320.705036,4032.055306,224.414245,95.734241,2471.622053,50.524496,11.961507,103.45157,548.108573,52.494592,93.858095,2744.32332,18.250018,648.586889,3391.137588,179.794917,88.025666,24.049493,167.334412,96.403966,445.072104,1393.690827,446.807592,1097.148861,49.562468,2436.268354,1
191.642714,8.505,0.825325,50.508403,48.282742,1.199078,37.459923,22.490606,250.225214,56.827999,3.051651,9.422378,57.69311,841.023202,15.52576,9.976969,844.977929,2309.877401,233.37325,1.691667,42.677215,108.442196,326.799856,110.198051,100.519891,130.21666,1.994177,10.805373,237.996746,12.632724,10.071512,315.672567,107.764941,723.561164,40.278415,56.921404,30.195902,10.150166,15.165338,16.403634,2.868454,598.490076,28.810676,19.235433,137.600918,15.4387,1.537969,11.07412,11.349106,8.42182,1.155412,66.382158,47.386332,38.864126,943.313358,155.146288,2.563466,84.7237,4.665106,44.578083,165.961896,534.996151,12.178966,79.149918,342.43394,46.538104,2
221.179707,53.835315,2.657662,61.285933,82.432918,4.785813,75.103351,18.473643,303.144358,90.320286,25.09778,23.112711,3.857543,989.712421,44.374347,10.741931,1403.785154,2544.057873,797.10015,16.140973,71.673553,178.292921,377.268172,173.842257,277.492087,1668.377227,1.685795,2.226425,567.93765,3.670049,5.626078,537.789201,81.058064,928.701542,56.506412,388.573333,3.487808,32.178791,1.639569,32.896731,1.62473,652.709492,49.875187,69.632181,94.156015,17.235167,3.080325,3.180286,3.442499,15.826886,2.753563,170.678601,151.152248,98.904927,938.414613,142.533497,32.067492,126.20028,9.068442,66.205073,235.118854,670.34254,22.085816,100.915548,226.223352,71.928111,2
24.760601,164.044474,34.263301,34.92221,965.61233,60.353287,424.990653,34.845882,95.656316,104.84686,122.623275,0.896292,39.14183,254.838107,109.618019,1.441265,676.625777,2289.840202,25.056206,19.447449,7.065469,7.328721,135.904057,7.651487,111.308081,16.210316,7.107894,1.017186,6.767041,10.240448,0.993045,12.500739,11.885379,14.925218,865.266579,153.668668,104.211761,1.245279,41.174509,16.588331,44.733981,351.870967,36.799015,31.33459,498.378751,3.127261,0.775883,53.865419,142.221566,19.132758,0.588365,423.292865,60.872796,181.443587,1535.166806,48.296341,30.154837,110.234124,55.742626,18.718173,51.985822,286.307455,7.051042,268.770408,16.427663,298.281311,1
1.011851,245.144269,0.156762,10.778215,4.202188,0.338813,4.121057,11.803148,1.826313,1.85215,36.91299,53.718343,78.590715,8.88218,0.225557,16.956156,23.448938,5.31278,85.280419,0.699917,15.893958,5.749278,65.5768,12.56414,21.865553,1.106702,2.092091,2.730471,4.830991,39.545523,4.117973,1.035021,3.118497,0.592641,3.763161,1.040217,74.246549,28.17811,1.106435,4.192958,7.893386,8.410798,27.99085,1.370218,35.828406,3.531377,11.388509,1.053624,4.486859,2.417015,7.661974,8.257273,2.472963,41.147797,2.669616,0.684354,6.374751,19.462809,10.989562,86.039312,17.674303,60.664678,15.543518,0.517168,4.360796,77.235076,8
19.747363,15.074834,0.658491,69.726303,274.8368,2.348592,21.447419,84.162073,6.624433,18.017333,381.551808,11.661488,1467.804528,2.382829,6.12664,16.502233,149.703212,28.163083,862.770021,10.179313,2.013496,51.9777,278.80399,65.790618,68.940847,15.047486,2.625051,32.460289,15.812354,114.306779,2.493876,39.471827,7.558813,3.097789,38.292501,108.37658,376.915886,116.649285,2.56463,12.282577,44.386162,37.1988,11.13274,95.219336,72.365693,13.94313,0.582936,0.701579,33.720457,0.581022,16.603895,119.212099,4.612099,309.014771,45.125483,17.474238,51.231984,50.579704,57.089255,172.351351,57.59592,127.183088,70.154097,2.825166,29.452812,58.058826,8
14.867081,192.155863,101.282386,221.725305,371.719643,146.331536,642.436126,19.963509,90.101942,392.899607,100.128573,13.836097,21.152541,289.517491,94.167675,26.511147,661.166837,4607.647002,45.516005,34.223892,3.791562,48.066759,367.352527,4.382211,63.297223,28.136116,27.934416,11.185624,59.005218,22.406901,7.046583,31.466783,12.68006,27.890833,980.66259,22.284299,158.2027,14.628715,10.200897,37.113163,13.288748,1184.517666,84.900321,19.461828,679.695871,32.526246,3.943511,17.606049,188.379662,30.986116,2.306483,896.425262,81.341779,161.928133,457.486017,170.112807,64.342117,62.043953,59.818398,59.682383,63.142855,319.306941,130.638689,177.911671,28.761331,608.946177,1
4.662254,71.425773,70.786028,167.80493,497.361706,6.143602,305.651601,2.680057,59.581242,25.003836,234.209267,16.148963,1.183864,989.842333,919.863729,2.152943,1168.985693,3117.116753,22.238594,13.378321,8.982563,535.455794,172.938318,3.867713,945.494005,469.260175,39.160872,37.235758,258.182556,31.194786,16.148402,25.463687,59.622707,31.270943,1314.726022,4.862033,37.015629,12.590277,14.299808,119.629455,18.498983,181.988174,4.980675,432.69014,555.264289,362.958545,106.829155,112.259808,167.615069,2.185672,9.783947,56.290585,93.329143,66.590866,197.024042,26.951572,9.357805,40.532879,7.968223,41.809581,619.802356,135.921358,68.735924,477.842828,16.537371,101.878363,3
167.436287,264.530897,24.1412,3.648135,20.556073,1.760161,5.930487,0.670699,79.190642,12.216693,5.226102,114.003796,724.962689,18.646383,11.39194,70.102339,26.728809,20.310424,18.977183,4.093396,0.912574,1.774779,21.793167,2.830682,5.525198,7.882185,3.76713,1.706956,1.281661,1.33189,31.028813,9.782667,1.621128,2.582247,347.805975,4.235968,14.584138,0.473218,0.626708,8.555795,35.774182,133.284229,13.063243,1.254691,16.124102,17.464933,0.422906,2.204363,1.920345,7.111052,0.871823,72.389083,1.359222,22.76005,157.777483,29.785588,15.303917,38.100353,18.086629,13.294516,20.182688,45.507938,4.347286,1.488942,0.770605,168.711085,4
